Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WTeamName,LTeamName,isTournament,isTournamnet
2019,96,1139,73,1207,69,A,0,25,57,10,26,13,18,7,26,13,10,4,2,18,23,61,6,22,17,22,15,27,13,11,3,3,17,Butler,Georgetown,False,False
2019,96,1140,69,1334,59,H,0,23,53,8,23,15,25,11,23,13,9,5,5,17,20,55,5,16,14,17,13,25,8,13,6,0,21,BYU,Pacific,False,False
2019,96,1144,82,1367,66,H,0,26,44,8,20,22,27,1,26,14,11,7,1,21,21,49,5,18,19,25,7,20,9,15,3,0,21,Campbell,SC Upstate,False,False
2019,96,1148,77,1352,68,A,0,27,55,8,18,15,21,9,32,10,14,4,1,15,25,63,7,31,11,16,9,24,13,11,8,1,24,Central Conn,Robert Morris,False,False
2019,96,1149,85,1421,75,A,0,28,52,10,23,19,23,9,25,20,13,4,5,10,29,62,8,26,9,13,9,17,10,10,8,0,17,Charleston So,UNC Asheville,False,False
2019,96,1150,69,1412,62,A,0,23,60,14,38,9,13,8,25,14,9,6,5,21,20,52,5,15,17,25,10,29,10,12,4,4,14,Charlotte,UAB,False,False
2019,96,1154,67,1273,61,A,0,22,53,8,25,15,23,9,31,10,17,4,4,24,22,62,5,18,12,27,13,27,13,8,8,2,15,Citadel,Mercer,False,False
2019,96,1155,59,1439,51,H,0,19,46,11,28,10,13,6,25,13,12,6,12,18,15,53,5,19,16,17,14,23,8,11,9,1,17,Clemson,Virginia Tech,False,False
2019,96,1156,78,1454,68,H,0,28,56,16,33,6,12,2,27,21,8,5,6,15,23,66,7,24,15,23,20,29,12,12,3,1,17,Cleveland St,WI Milwaukee,False,False
2019,96,1158,86,1180,84,A,0,31,59,6,22,18,24,8,18,15,6,10,1,14,29,54,7,19,19,19,7,22,15,15,3,2,15,Col Charleston,Drexel,False,False
2019,96,1159,75,1259,72,H,0,25,47,9,18,16,21,10,21,19,16,5,5,16,27,58,9,21,9,11,10,15,15,10,6,3,22,Colgate,Loyola MD,False,False
2019,96,1160,69,1425,65,A,0,26,53,4,20,13,15,7,31,11,12,1,1,19,23,57,7,24,12,19,8,21,12,6,7,2,14,Colorado,USC,False,False
2019,96,1165,67,1217,61,A,0,19,47,10,27,19,25,6,18,15,17,8,0,16,22,43,6,16,11,13,4,25,7,24,8,2,23,Cornell,Harvard,False,False
2019,96,1168,77,1415,54,A,0,27,53,8,13,15,19,5,29,18,12,5,7,14,22,64,4,22,6,14,16,22,11,12,6,1,17,CS Fullerton,UC Riverside,False,False
2019,96,1171,82,1162,66,H,0,26,54,10,25,20,23,6,28,11,10,3,3,18,24,55,5,17,13,23,8,23,10,11,6,2,22,Dartmouth,Columbia,False,False
2019,96,1173,77,1348,48,A,0,31,49,6,12,9,12,8,29,17,12,6,2,18,16,54,3,19,13,20,13,12,11,12,4,6,13,Dayton,Rhode Island,False,False
2019,96,1174,70,1423,66,H,0,27,51,9,21,7,16,7,29,14,11,6,2,14,24,62,8,21,10,12,11,23,15,9,5,1,20,Delaware,UNC Wilmington,False,False
2019,96,1177,74,1462,62,A,0,28,62,4,18,14,19,14,26,11,12,9,3,17,21,52,5,18,15,20,8,24,12,16,4,6,17,DePaul,Xavier,False,False
2019,96,1179,83,1320,77,H,0,30,60,6,18,17,18,9,25,14,12,10,3,11,32,63,9,23,4,6,8,22,12,14,5,4,14,Drake,Northern Iowa,False,False
2019,96,1181,81,1438,71,A,0,26,45,13,21,16,23,8,17,18,15,12,5,9,28,60,10,24,5,7,14,14,15,14,8,5,17,Duke,Virginia,False,False
2019,96,1182,74,1200,66,A,0,23,54,11,27,17,24,8,36,16,15,8,4,17,24,68,10,34,8,12,10,27,13,11,9,2,19,Duquesne,Fordham,False,False
2019,96,1184,75,1398,65,H,0,21,55,3,14,30,34,10,33,8,14,8,6,15,24,66,9,27,8,11,10,25,11,17,6,4,28,E Kentucky,Tennessee St,False,False
2019,96,1185,57,1296,49,H,0,19,44,6,22,13,25,7,25,9,14,8,9,18,17,49,1,13,14,20,11,24,8,17,5,2,24,E Michigan,N Illinois,False,False
2019,96,1192,84,1383,73,A,0,31,56,5,12,17,23,8,31,17,14,5,1,19,26,64,9,29,12,15,10,19,12,11,6,4,19,F Dickinson,St Francis NY,False,False
2019,96,1199,80,1257,75,H,0,23,61,7,23,27,36,14,20,6,8,11,2,21,25,52,12,28,13,16,9,27,12,23,1,1,28,Florida St,Louisville,False,False
2019,96,1201,83,1424,65,A,0,29,54,15,29,10,14,10,25,11,12,5,1,13,26,54,3,15,10,19,7,17,13,10,5,5,15,Fresno St,UNLV,False,False
2019,96,1202,91,1190,61,H,0,32,50,12,18,15,18,6,17,15,13,11,2,11,24,51,2,14,11,16,11,15,7,16,7,2,15,Furman,ETSU,False,False
2019,96,1211,94,1388,46,H,0,35,60,8,18,16,20,10,32,22,6,9,6,16,15,58,1,13,15,19,13,18,1,11,3,2,14,Gonzaga,St Mary's CA,False,False
2019,96,1212,59,1380,40,A,0,20,48,2,9,17,25,12,29,7,13,4,3,13,18,55,0,13,4,9,9,20,9,11,5,7,20,Grambling,Southern Univ,False,False
2019,96,1220,93,1456,87,H,0,29,56,8,22,27,33,7,22,11,8,5,2,18,36,62,5,13,10,18,9,24,24,16,4,1,22,Hofstra,William & Mary,False,False
2019,96,1224,70,1197,66,A,0,25,59,10,19,10,11,11,21,11,10,3,2,14,25,48,6,17,10,16,6,23,9,17,5,6,15,Howard,Florida A&M,False,False
2019,96,1227,76,1237,75,A,0,29,58,10,21,8,15,11,21,15,17,5,9,23,25,63,6,21,19,30,16,21,11,11,8,2,18,IL Chicago,IUPUI,False,False
2019,96,1228,99,1353,94,H,0,36,73,8,23,19,26,11,28,16,11,8,4,21,37,73,7,23,13,21,12,31,17,15,7,5,22,Illinois,Rutgers,False,False
2019,96,1240,81,1369,64,A,0,30,64,11,25,10,10,11,34,14,12,3,5,13,26,70,6,23,6,12,14,23,11,9,5,3,13,Jacksonville St,SE Missouri St,False,False
2019,96,1242,84,1329,72,H,0,31,62,11,29,11,15,15,23,14,8,5,3,15,24,55,9,20,15,18,8,19,11,8,4,3,15,Kansas,Oklahoma St,False,False
2019,96,1243,70,1124,63,A,0,23,57,9,26,15,17,16,17,17,11,5,2,14,25,56,6,24,7,11,15,17,13,13,5,7,17,Kansas St,Baylor,False,False
2019,96,1244,63,1312,62,H,0,23,60,4,11,13,18,14,20,12,8,3,3,18,23,48,4,16,12,17,6,22,9,10,3,4,18,Kennesaw,NJIT,False,False
2019,96,1246,71,1280,67,A,0,27,57,7,18,10,17,11,24,13,9,4,4,18,23,53,7,16,14,18,8,20,7,9,7,6,19,Kentucky,Mississippi St,False,False
2019,96,1249,82,1372,67,A,0,31,59,10,23,10,14,19,22,12,14,5,1,25,16,38,7,19,28,35,2,11,10,10,5,5,17,Lamar,SF Austin,False,False
2019,96,1250,83,1298,57,H,0,27,58,12,26,17,26,12,36,15,13,4,3,17,17,61,6,30,17,19,10,23,8,11,6,5,20,Lehigh,Navy,False,False
2019,96,1251,74,1195,67,H,0,26,60,11,31,11,13,14,20,13,10,8,3,16,21,45,10,24,15,21,7,20,10,14,7,4,15,Liberty,FGCU,False,False
2019,96,1252,86,1239,77,H,0,26,55,11,28,23,31,8,30,20,15,7,3,18,30,64,8,22,9,18,8,24,12,15,10,3,26,Lipscomb,Jacksonville,False,False
2019,96,1253,76,1142,68,A,0,21,51,4,9,30,41,10,36,12,15,5,4,16,25,72,5,21,13,21,16,24,6,11,12,4,28,Long Beach St,Cal Poly,False,False
2019,96,1258,72,1339,55,A,0,25,53,5,14,17,22,7,23,18,10,10,5,19,16,41,5,20,18,23,2,25,12,18,3,6,22,Loy Marymount,Portland,False,False
2019,96,1261,83,1120,78,H,0,28,73,9,28,18,26,23,25,15,12,12,1,13,27,56,16,38,8,13,7,28,13,19,7,4,23,LSU,Auburn,False,False
2019,96,1266,66,1437,65,H,0,26,51,7,18,7,10,7,24,13,12,4,2,14,23,57,9,29,10,15,10,20,10,8,9,3,10,Marquette,Villanova,False,False
2019,96,1269,54,1172,51,H,0,20,52,8,21,6,12,13,23,13,9,2,1,19,19,45,4,14,9,15,5,22,15,8,3,3,12,Massachusetts,Davidson,False,False
2019,96,1275,79,1325,59,H,0,24,52,7,21,24,31,12,35,13,17,7,5,21,21,59,6,19,11,21,9,20,11,12,9,2,22,Miami OH,Ohio,False,False
2019,96,1276,61,1458,52,H,0,25,56,4,17,7,9,6,30,11,5,5,5,9,24,59,4,12,0,2,7,26,5,7,2,5,13,Michigan,Wisconsin,False,False
2019,96,1277,79,1278,55,H,0,31,60,6,15,11,16,11,27,27,9,6,2,18,18,49,5,14,14,23,10,23,14,16,1,1,14,Michigan St,Minnesota,False,False
2019,96,1279,80,1208,64,A,0,28,63,9,25,15,19,13,25,12,10,10,2,17,21,52,11,25,11,16,9,23,11,20,5,5,20,Mississippi,Georgia,False,False
2019,96,1284,61,1193,49,A,0,24,56,4,10,9,17,11,32,12,13,5,4,14,16,59,5,33,12,15,14,25,9,15,6,5,18,Monmouth NJ,Fairfield,False,False
2019,96,1285,75,1186,74,H,0,25,53,10,23,15,24,7,26,15,11,4,4,18,26,56,9,20,13,18,6,25,15,9,4,2,20,Montana,E Washington,False,False
2019,96,1286,86,1225,72,H,0,27,50,7,22,25,28,6,23,17,12,7,0,11,28,55,13,26,3,5,5,19,19,15,5,0,24,Montana St,Idaho,False,False
2019,96,1291,76,1357,73,A,0,29,54,8,16,10,16,6,26,17,15,6,2,18,24,54,6,19,19,22,6,22,11,16,10,3,14,Mt St Mary's,Sacred Heart,False,False
2019,96,1293,86,1188,55,H,0,36,68,5,20,9,16,14,25,18,11,11,5,12,18,53,5,20,14,14,10,23,10,18,6,4,18,Murray St,SIUE,False,False
2019,96,1294,65,1170,59,H,0,20,49,8,28,17,26,8,26,11,12,5,1,17,23,53,2,8,11,16,6,25,6,9,8,3,24,N Colorado,CS Sacramento,False,False
2019,96,1295,81,1176,71,H,0,25,53,11,30,20,24,3,26,14,9,6,0,13,24,53,6,20,17,20,4,28,7,10,4,1,21,N Dakota St,Denver,False,False
2019,96,1297,79,1324,64,H,0,29,61,6,23,15,23,16,27,18,14,4,5,21,23,58,4,20,14,21,10,20,8,13,7,5,20,N Kentucky,Oakland,False,False
2019,96,1299,82,1175,52,H,0,31,62,8,22,12,20,10,39,19,11,5,6,14,18,71,3,23,13,15,16,25,3,10,3,1,18,NC A&T,Delaware St,False,False
2019,96,1300,78,1271,53,H,0,28,49,10,19,12,17,11,22,19,11,8,2,16,20,44,5,12,8,15,6,12,14,9,4,1,14,NC Central,MD E Shore,False,False
2019,96,1301,79,1338,76,A,0,26,64,14,27,13,21,20,16,17,10,7,4,16,26,55,8,19,16,19,13,24,11,15,6,8,20,NC State,Pittsburgh,False,False
2019,96,1305,91,1307,62,H,0,34,68,6,20,17,24,11,38,18,17,9,4,17,22,66,8,30,10,15,9,26,11,20,6,1,20,Nevada,New Mexico,False,False
2019,96,1308,67,1213,64,A,0,26,58,9,26,6,10,14,22,16,12,4,1,16,22,49,8,23,12,16,7,21,13,11,6,1,16,New Mexico St,Grand Canyon,False,False
2019,96,1311,64,1309,63,A,0,24,56,12,25,4,9,11,19,19,12,7,5,16,25,56,4,17,9,15,15,25,11,16,5,6,14,Nicholls St,New Orleans,False,False
2019,96,1314,88,1274,85,H,0,31,66,13,26,13,17,6,26,15,10,9,4,13,32,68,14,31,7,7,9,30,14,16,6,3,16,North Carolina,Miami FL,False,False
2019,96,1316,82,1466,73,A,0,31,53,9,22,11,16,5,26,18,14,7,11,19,25,65,8,20,15,25,21,20,10,14,4,1,18,North Florida,North Alabama,False,False
2019,96,1318,72,1189,60,H,0,25,59,10,29,12,14,5,41,11,16,3,3,14,25,71,7,31,3,10,8,31,16,7,11,0,17,Northeastern,Elon,False,False
2019,96,1322,74,1270,72,A,0,28,54,9,21,9,13,8,30,21,15,1,7,17,25,66,9,27,13,17,14,20,16,7,8,1,10,Northwestern LA,McNeese St,False,False
2019,96,1330,55,1292,50,A,0,19,53,7,20,10,14,11,28,8,11,3,5,11,19,60,6,28,6,8,14,26,5,9,8,2,13,Old Dominion,MTSU,False,False
2019,96,1333,79,1143,71,H,0,25,46,6,17,23,28,7,22,11,14,8,4,10,28,57,5,16,10,12,7,17,13,12,12,5,22,Oregon St,California,False,False
2019,96,1337,70,1360,67,H,0,21,49,10,25,18,22,9,28,14,19,3,0,18,23,58,8,26,13,16,8,21,12,10,10,3,17,Pepperdine,San Diego,False,False
2019,96,1342,103,1205,101,H,0,36,69,12,33,19,24,8,23,21,12,10,1,22,32,57,12,27,25,32,6,26,13,17,6,0,18,Presbyterian,Gardner Webb,False,False
2019,96,1344,70,1385,56,A,0,21,53,7,17,21,28,16,27,14,14,4,4,19,20,54,2,12,14,17,7,16,11,9,8,6,20,Providence,St John's,False,False
2019,96,1345,81,1304,62,H,0,27,53,8,20,19,21,12,27,12,8,8,7,17,21,55,10,24,10,13,8,16,13,8,2,4,17,Purdue,Nebraska,False,False
2019,96,1347,69,1219,66,H,0,21,67,9,32,18,24,16,24,11,4,3,4,11,26,54,9,21,5,10,7,32,14,16,2,2,20,Radford,High Point,False,False
2019,96,1349,74,1267,69,H,0,24,59,7,22,19,31,7,41,13,14,7,4,19,21,65,13,44,14,21,9,32,15,12,10,6,22,Rice,Marshall,False,False
2019,96,1350,89,1203,63,H,0,33,53,13,23,10,14,5,27,17,11,8,2,10,24,50,6,15,9,11,0,18,12,11,4,1,15,Richmond,G Washington,False,False
2019,96,1354,85,1288,81,H,0,28,52,7,12,22,25,8,20,13,17,5,4,14,30,56,10,18,11,15,6,18,11,17,5,0,26,S Carolina St,Morgan St,False,False
2019,96,1355,80,1315,55,H,0,30,60,3,25,17,19,7,36,16,10,9,0,14,20,58,9,27,6,13,6,24,13,13,3,0,15,S Dakota St,North Dakota,False,False
2019,96,1356,78,1191,73,H,0,26,55,7,20,19,25,9,22,15,12,11,2,14,26,55,9,23,12,19,12,23,14,17,8,4,23,S Illinois,Evansville,False,False
2019,96,1358,90,1101,85,A,0,31,59,6,22,22,25,9,23,11,19,10,3,22,32,58,7,18,14,20,6,20,11,20,6,1,23,Sam Houston St,Abilene Chr,False,False
2019,96,1359,84,1440,77,A,0,32,65,10,27,10,20,6,38,20,16,11,6,15,27,78,13,42,10,15,16,31,21,16,11,0,20,Samford,VMI,False,False
2019,96,1361,68,1429,63,H,0,22,59,7,21,17,21,14,24,15,8,5,4,17,20,51,10,24,13,17,9,26,12,12,3,3,22,San Diego St,Utah St,False,False
2019,96,1362,78,1365,72,H,0,26,56,6,22,20,24,7,19,12,10,6,3,17,26,57,6,16,14,17,14,26,9,17,3,3,25,San Francisco,Santa Clara,False,False
2019,96,1366,71,1164,62,H,0,22,62,16,48,11,19,13,31,17,16,8,0,19,17,47,10,31,18,22,1,33,13,16,8,0,17,Savannah St,Coppin St,False,False
2019,96,1368,75,1146,67,A,0,20,45,9,25,26,32,13,28,13,20,1,1,22,18,53,6,24,25,31,10,14,9,11,7,0,26,SE Louisiana,Cent Arkansas,False,False
2019,96,1371,63,1166,58,H,0,20,60,7,25,16,20,11,32,11,12,7,4,17,20,66,8,28,10,13,16,31,14,13,8,2,17,Seton Hall,Creighton,False,False
2019,96,1376,77,1116,65,H,0,26,48,10,15,15,24,8,28,15,21,4,5,19,22,57,6,22,15,20,9,20,11,14,13,4,18,South Carolina,Arkansas,False,False
2019,96,1379,73,1256,71,H,0,24,51,8,19,17,24,8,32,13,16,6,4,20,25,65,10,28,11,21,14,22,11,12,5,2,21,Southern Miss,Louisiana Tech,False,False
2019,96,1381,78,1226,72,H,0,31,62,9,24,7,11,7,31,15,8,4,5,14,26,62,9,27,11,11,5,26,12,9,3,2,13,Southern Utah,Idaho St,False,False
2019,96,1384,84,1136,75,H,0,26,54,10,21,22,29,12,22,18,11,5,7,18,26,58,8,23,15,18,12,20,11,13,2,3,21,St Francis PA,Bryant,False,False
2019,96,1392,76,1262,65,H,0,26,55,5,16,19,26,7,30,13,13,7,4,22,21,56,6,23,17,21,6,29,13,15,3,4,21,Stony Brook,MA Lowell,False,False
2019,96,1393,67,1130,56,H,0,22,53,7,19,16,20,9,25,10,13,12,6,16,18,54,7,23,13,19,15,23,12,18,4,1,20,Syracuse,Boston College,False,False
2019,96,1394,70,1230,61,H,0,23,39,8,15,16,20,6,15,14,15,8,3,20,18,38,7,12,18,25,9,15,10,17,9,0,19,TAM C. Christi,Incarnate Word,False,False
2019,96,1395,92,1235,83,A,0,33,62,8,18,18,26,11,23,19,12,10,7,17,28,62,7,24,20,24,12,23,15,15,5,7,20,TCU,Iowa St,False,False
2019,96,1397,73,1196,61,H,0,28,53,6,14,11,16,8,23,17,13,2,4,16,21,59,8,26,11,16,15,18,11,12,6,5,19,Tennessee,Florida,False,False
2019,96,1400,75,1452,53,A,0,29,64,9,23,8,13,16,26,16,8,7,2,21,18,51,3,16,14,20,11,23,10,11,4,6,15,Texas,West Virginia,False,False
2019,96,1401,68,1281,59,A,0,24,49,6,18,14,17,9,25,6,16,7,2,11,24,57,8,27,3,4,9,16,14,13,7,2,16,Texas A&M,Missouri,False,False
2019,96,1402,65,1157,57,H,0,22,48,7,19,14,22,12,25,13,19,7,2,19,17,49,3,20,20,22,8,19,9,16,13,2,20,Texas St,Coastal Car,False,False
2019,96,1403,66,1328,54,A,0,23,54,10,22,10,12,9,29,15,14,7,7,18,21,58,4,14,8,12,10,25,9,14,7,1,17,Texas Tech,Oklahoma,False,False
2019,96,1404,77,1399,58,H,0,27,56,6,19,17,21,8,30,15,11,11,5,15,20,61,12,27,6,13,16,21,14,18,4,4,17,TN Martin,Tennessee Tech,False,False
2019,96,1405,78,1132,71,A,0,27,58,10,29,14,17,9,34,10,18,6,4,17,26,67,5,27,14,22,13,25,9,8,9,2,16,Toledo,Bowling Green,False,False
2019,96,1406,66,1241,59,H,0,24,47,7,17,11,19,4,26,11,8,2,5,14,24,61,6,22,5,9,13,26,12,8,4,0,21,Towson,James Madison,False,False
2019,96,1407,84,1117,79,H,0,29,53,12,26,14,18,4,27,16,12,2,6,29,23,62,5,20,28,40,17,22,6,7,3,3,20,Troy,Arkansas St,False,False
2019,96,1409,76,1396,58,H,0,31,56,8,15,6,12,7,30,14,17,6,1,19,15,49,10,32,18,27,8,23,13,16,13,2,17,Tulsa,Temple,False,False
2019,96,1410,79,1167,74,A,0,23,57,5,15,28,38,14,25,11,15,10,2,30,22,61,4,24,26,39,19,27,10,20,6,3,32,UTRGV,CS Bakersfield,False,False
2019,96,1411,95,1341,90,H,0,28,62,8,22,31,39,18,21,10,18,12,5,20,34,67,11,25,11,14,15,20,16,20,5,0,27,TX Southern,Prairie View,False,False
2019,96,1413,61,1364,57,A,0,22,51,6,18,11,12,5,20,9,11,6,1,17,20,51,3,15,14,18,13,24,11,13,6,4,19,UC Davis,UC Santa Barbara,False,False
2019,96,1414,67,1218,56,H,0,28,60,8,24,3,4,12,28,19,10,4,3,15,18,51,9,20,11,16,8,20,11,9,4,1,11,UC Irvine,Hawaii,False,False
2019,96,1422,78,1151,63,A,0,31,65,8,23,8,13,14,16,11,7,12,4,13,24,49,6,19,9,10,10,23,10,22,4,2,18,UNC Greensboro,Chattanooga,False,False
2019,96,1426,78,1111,68,H,0,31,71,10,21,6,8,11,29,24,6,6,3,13,26,59,8,24,8,12,7,31,13,11,2,4,12,UT Arlington,Appalachian St,False,False
2019,96,1427,86,1194,74,H,0,29,62,14,32,14,18,6,29,17,8,5,0,17,25,61,10,34,14,18,8,30,16,12,3,2,17,UT San Antonio,FL Atlantic,False,False
2019,96,1428,93,1417,92,A,0,33,69,14,36,13,16,11,23,23,13,4,1,21,31,53,8,18,22,30,3,25,20,12,5,2,15,Utah,UCLA,False,False
2019,96,1431,85,1198,75,H,0,28,56,8,18,21,28,13,33,12,25,5,3,24,25,65,6,21,19,27,11,17,11,17,10,2,31,UTEP,Florida Intl,False,False
2019,96,1433,85,1382,55,A,0,31,61,6,22,17,23,13,37,13,16,9,6,22,17,64,1,18,20,27,15,20,5,14,6,3,19,VCU,St Bonaventure,False,False
2019,96,1436,67,1107,49,H,0,24,59,10,25,9,9,13,26,12,12,6,7,13,18,49,8,20,5,9,7,22,9,15,7,1,14,Vermont,SUNY Albany,False,False
2019,96,1443,62,1317,59,A,0,22,51,3,18,15,17,7,31,9,16,7,6,15,23,67,7,32,6,7,14,24,9,13,8,2,17,WKU,North Texas,False,False
2019,96,1447,68,1254,65,A,0,26,68,5,19,11,20,23,20,12,10,4,4,21,18,45,7,14,22,28,9,25,13,14,4,6,22,Wagner,LIU Brooklyn,False,False
2019,96,1450,69,1112,55,A,0,24,53,9,22,12,17,6,33,16,12,3,4,22,19,61,6,23,11,20,13,26,8,9,6,0,16,Washington St,Arizona,False,False
2019,96,1451,86,1319,71,A,0,33,61,9,25,11,14,4,31,14,10,7,3,14,27,64,4,20,13,20,8,27,14,9,6,1,13,Weber St,Northern Arizona,False,False
2019,96,1455,77,1408,62,H,0,29,64,8,22,11,14,6,29,12,9,8,3,23,18,49,8,20,18,28,6,27,10,17,3,2,14,Wichita St,Tulane,False,False
2019,96,1457,101,1214,91,H,0,30,62,17,33,24,30,15,33,16,17,2,3,16,35,74,10,29,11,17,9,20,12,6,5,2,19,Winthrop,Hampton,False,False
2019,96,1459,83,1441,56,H,0,30,57,10,23,13,20,8,27,13,10,11,6,16,18,54,10,27,10,12,6,18,11,18,4,0,16,Wofford,W Carolina,False,False
2019,96,1460,83,1178,60,H,0,30,61,7,19,16,22,11,25,19,12,3,1,14,23,60,3,17,11,16,13,23,2,14,7,2,19,Wright St,Detroit,False,False
2019,96,1461,74,1161,66,H,0,23,48,13,24,15,18,4,24,12,13,5,3,17,22,52,7,21,15,22,10,23,10,11,8,3,14,Wyoming,Colorado St,False,False
2019,96,1463,78,1335,65,H,0,29,59,7,18,13,15,7,34,18,10,4,6,10,26,74,9,34,4,7,14,25,14,7,8,0,12,Yale,Penn,False,False
2019,96,1464,96,1453,77,H,0,37,66,9,23,13,16,8,29,15,10,7,4,23,24,58,6,17,23,30,8,21,13,8,5,1,15,Youngstown St,WI Green Bay,False,False
2019,96,1465,70,1282,60,H,0,27,60,6,24,10,12,8,26,9,5,3,6,17,22,51,8,20,8,11,5,26,8,11,1,3,18,Cal Baptist,Missouri KC,False,False
2019,97,1145,64,1389,60,A,0,25,52,9,24,5,6,3,17,14,9,8,3,15,21,48,5,17,13,16,10,22,9,16,6,5,11,Canisius,St Peter's,False,False
2019,97,1206,84,1247,76,H,0,29,57,5,10,21,24,10,26,10,13,7,2,10,28,57,11,27,9,11,3,20,13,13,8,2,21,George Mason,La Salle,False,False
2019,97,1222,65,1153,58,H,0,26,53,7,21,6,10,13,29,11,13,3,9,17,22,66,8,21,6,11,19,17,6,4,9,2,13,Houston,Cincinnati,False,False
2019,97,1233,79,1310,76,H,0,28,60,8,25,15,20,8,26,14,10,6,4,14,26,58,15,28,9,12,7,26,12,17,5,3,19,Iona,Niagara,False,False
2019,97,1234,80,1321,79,H,0,26,55,9,17,19,25,7,19,13,11,6,0,15,29,56,8,23,13,18,10,27,13,16,5,0,23,Iowa,Northwestern,False,False
2019,97,1248,69,1221,67,H,0,21,52,14,29,13,16,10,23,18,17,9,4,10,28,57,6,16,5,12,8,23,13,12,9,2,15,Lafayette,Holy Cross,False,False
2019,97,1260,56,1434,51,A,0,19,44,5,13,13,19,5,24,10,9,4,3,14,18,48,4,13,11,17,8,25,10,10,4,6,19,Loyola-Chicago,Valparaiso,False,False
2019,97,1272,78,1163,71,H,0,27,56,8,21,16,18,9,19,18,16,6,3,17,25,62,8,25,13,20,16,21,13,18,5,5,21,Memphis,Connecticut,False,False
2019,97,1283,66,1229,65,H,0,22,47,5,19,17,25,10,20,9,12,8,2,13,26,51,6,11,7,14,10,21,11,13,6,1,17,Missouri St,Illinois St,False,False
2019,97,1323,69,1210,59,H,0,21,64,6,27,21,25,20,25,12,8,8,2,14,22,54,7,23,8,13,12,27,13,14,7,7,17,Notre Dame,Georgia Tech,False,False
2019,97,1326,55,1231,52,A,0,23,52,7,16,2,6,10,25,13,15,5,4,15,21,53,6,20,4,7,8,21,11,10,8,1,12,Ohio St,Indiana,False,False
2019,97,1331,86,1377,72,A,0,32,57,8,20,14,15,9,23,15,11,6,1,21,22,50,9,18,19,24,8,16,13,12,5,4,17,Oral Roberts,South Dakota,False,False
2019,97,1332,69,1390,46,H,0,26,59,7,17,10,17,10,31,11,9,9,8,21,15,55,3,18,13,22,14,23,3,14,1,3,13,Oregon,Stanford,False,False
2019,97,1373,59,1351,57,A,0,18,50,6,20,17,26,7,29,10,12,10,3,18,20,59,1,16,16,24,15,29,7,13,4,3,21,Siena,Rider,False,False
2019,97,1378,72,1187,68,H,0,21,50,7,18,23,33,18,28,13,20,3,4,19,25,55,6,12,12,21,6,16,12,9,11,2,26,South Florida,East Carolina,False,False
2019,97,1416,71,1374,65,A,0,26,50,7,16,12,13,5,27,16,13,5,4,12,25,63,10,37,5,10,12,19,16,8,7,6,14,UCF,SMU,False,False
2019,97,1420,67,1263,66,A,0,27,60,9,32,4,4,9,23,19,13,8,4,15,24,54,8,22,10,15,11,23,17,15,8,2,11,UMBC,Maine,False,False
2019,98,1106,82,1290,59,H,0,28,65,9,26,17,20,13,29,9,9,9,10,16,21,66,4,14,13,19,20,26,5,17,3,2,20,Alabama St,MS Valley St,False,False
2019,98,1115,69,1105,60,A,0,21,41,3,9,24,30,5,24,11,14,8,5,18,21,47,6,15,12,21,7,20,8,13,7,0,24,Ark Pine Bluff,Alabama A&M,False,False
2019,98,1124,59,1328,53,H,0,21,54,10,22,7,10,11,23,15,10,5,5,14,21,54,3,16,8,15,13,20,11,10,8,2,14,Baylor,Oklahoma,False,False
2019,98,1137,87,1250,75,H,0,28,65,6,24,25,31,12,31,15,10,4,3,21,25,60,6,22,19,24,6,25,14,8,2,1,23,Bucknell,Lehigh,False,False
2019,98,1170,78,1340,67,H,0,32,54,4,9,10,15,9,20,16,10,8,6,19,19,53,9,24,20,24,16,16,9,13,5,6,18,CS Sacramento,Portland St,False,False
2019,98,1212,65,1108,53,A,0,21,48,4,12,19,23,7,29,9,13,9,4,14,20,60,4,20,9,16,16,22,17,14,4,4,16,Grambling,Alcorn St,False,False
2019,98,1224,79,1126,73,A,0,23,65,8,19,25,32,16,28,12,12,7,8,23,24,63,10,31,15,29,19,29,19,18,5,2,19,Howard,Bethune-Cookman,False,False
2019,98,1242,82,1395,77,A,0,28,68,9,30,17,23,12,37,13,15,5,5,22,27,71,8,26,15,24,11,32,13,13,8,4,18,Kansas,TCU,False,False
2019,98,1299,68,1271,61,H,0,21,44,8,16,18,31,10,22,11,12,9,2,7,24,52,6,18,7,8,7,19,12,12,7,3,21,NC A&T,MD E Shore,False,False
2019,98,1300,87,1175,52,H,0,32,64,10,26,13,20,12,32,25,9,9,3,14,21,67,4,27,6,10,15,23,13,14,3,8,15,NC Central,Delaware St,False,False
2019,98,1313,66,1197,54,A,0,23,54,6,14,14,17,6,28,12,13,3,2,21,17,50,5,22,15,28,10,27,11,15,5,4,17,Norfolk St,Florida A&M,False,False
2019,98,1354,85,1164,84,H,0,28,54,12,22,17,21,5,23,16,15,5,1,20,31,55,9,22,13,24,8,22,14,16,6,1,20,S Carolina St,Coppin St,False,False
